FacilityID,Bays,Floodlit,Holes,Length
"2102037","","","9","2766.06"
"2102038","","","18","5408.68"
"2102039","","","18","5273.34"
"2102040","","","9","2322.58"
"2102041","","","9","1097.28"
"2102042","","","18","5228.54"
"2102046","","","18","5779.01"
"2102049","","","18","5399.53"
"2102050","","","18","5842.1"
"2102051","","","18","5850.33"
"2102052","","","18","5196.54"
"2102053","","","18","3866.08"
"2102054","","","9","3291.84"
"2102056","","","18","5961.89"
"2102057","","","9","1773.02"
"2102058","","","18","5840.27"
"2102059","","","18","6479.44"
"2102060","","","18","5394.96"
"2102061","","","9","1483.16"
"2102062","","","9","1727.3"
"2102063","","","18","5365.7"
"2102064","","","9","2724.91"
"2102065","","","9","1338.68"
"2102066","","","18","5234.94"
"2102067","","","9","2557.58"
"2102068","","","9","2906.88"
"2102069","","","9","2627.07"
"2102070","","","18","5543.09"
"2102073","","","12","5211.17"
"2102074","","","9","3621.02"
"2102076","","","18","5772.61"
"2102077","","","9","1683.41"
"2102078","","","18","6521.5"
"2102079","","","18","5765.29"
"2102080","","","9","2532.89"
"2102082","","","18","5523.89"
"2102084","","","18","6056.99"
"2102085","","","18","5735.12"
"2102086","","","18","5719.57"
"2102087","","","18","5090.46"
"2102088","14","1","","210.31"
"2102090","","","9","2433.22"
"2102092","","","18","5819.24"
"2102093","","","18","5228.54"
"2102094","","","9","909.83"
"2102097","","","18","6624.83"
"2102098","","","18","6587.34"
"2102099","","","18","5917.08"
"2102100","","","9","1088.14"
"2102101","","","18","5554.98"
"2102102","","","18","5652.82"
"2102103","","","18","5747"
"2102105","35","1","","274.32"
"2102106","","","9","2451.51"
"2102107","","","9","2795.32"
"2102108","","","18","5682.08"
"2102109","","","18","5524.8"
"2102110","","","18","5608.02"
"2102111","28","1","","274.32"
"2102112","","","18","5763.46"
"2102113","","","18","5004.51"
"2102114","","","18","6032.3"
"2102115","","","9","880.57"
"2102116","","","18","6424.57"
"2102117","","","18","5915.25"
"2102118","","","9","2992.83"
"2102119","20","1","","201.17"
"2102120","","","18","6402.63"
"2102121","","","18","5906.11"
"2102122","","","9","512.06"
"2102123","40","1","","228.6"
"2102124","","","18","6070.7"
"2102126","","","18","6011.27"
"2102127","","","18","5733.29"
"2102128","","","18","5972.86"
"2102130","","","9","1098.19"
"2102131","","","18","5757.98"
"2102132","","","9","1919.33"
"2102134","","","18","5930.8"
"2102135","","","18","6061.56"
"2102136","","","9","1081.74"
"2102137","15","0","","228.6"
"2102138","","","18","5466.28"
"2102139","","","18","5907.02"
"2102140","","","18","5756.15"
"2102141","","","9","777.24"
"2102143","","","9","1785.82"
"2102147","22","1","","320.04"
"2102148","","","18","5885.08"
"2102149","","","18","4804.26"
"2102150","","","9","1059.79"
"2102151","","","18","4476.9"
"2102154","","","9","1499.62"
"2102155","","","18","6055.16"
"2102156","","","18","5816.5"
"2102157","21","1","","228.6"
"2102158","","","18","5051.15"
"2102160","","","18","5609.84"
"2102161","","","18","5477.26"
"2102164","","","9","1924.81"
"2102166","","","18","5896.05"
"2102167","","","18","6502.3"
"2102168","","","9","2167.13"
"2102170","","","9","3082.44"
"2102171","","","18","5839.36"
"2102173","","","9","1005.84"
"2102174","15","1","","274"
"2102175","","","18","5584.24"
"2102176","","","18","5202.02"
"2102177","","","18","6309.36"
"2102178","","","18","6177.69"
"2102180","","","18","5427.88"
"2102182","","","18","5783.58"
"2102183","","","18","5604.36"
"2102184","","","18","6538.87"
"2102185","","","18","6001.21"
"2102186","","","18","5727.8"
"2102187","","","18","5761.63"
"2102188","","","18","5212.08"
"2102189","","","18","6519.67"
"2102190","","","9","4034.33"
"2102191","","","18","5916.17"
"2102192","","","18","5975.6"
"2102193","","","9","914.4"
"2102194","","","18","5943.6"
"2102195","","","18","5569.61"
"2102196","","","9","807.42"
"2102197","","","18","6195.06"
"2102200","","","9","3108.96"
"2102202","","","18","5148.07"
"2102203","10","1","","228.6"
"2102205","","","18","5853.07"
"2102206","","","18","5775.35"
"2102207","","","18","6858"
"2102208","","","18","6344.11"
"2102209","","","18","6103.62"
"2102210","","","18","5948.17"
"2102211","","","9","1900.12"
"2102212","","","18","5877.76"
"2102213","","","18","5801.87"
"2102214","","","18","5536.69"
"2102217","","","18","6141.11"
"2102219","","","18","5053.89"
"2102220","","","18","5836.62"
"2102223","","","18","6239.87"
"2102226","10","0","","228.6"
"2102227","","","18","2893.16"
"2102228","","","18","5995.72"
"2102229","","","18","5822.9"
"2102231","","","18","5863.13"
"2102234","","","18","5547.66"
"2102235","20","1","","250"
"2102236","","","18","5710.43"
"2102237","30","1","","274.32"
"2102238","","","9","2690.16"
"2102239","","","18","5349.24"
"2102240","","","18","5314.49"
"2102241","","","18","6332.22"
"2102242","","","9","2777.03"
"2102243","","","18","5900.62"
"2102244","","","18","5538.52"
"2102245","","","9","2174.44"
"2102246","","","18","5808.27"
"2102247","","","18","5127.04"
"2102248","","","18","5458.05"
"2102249","","","9","2143.35"
"2102250","11","0","","219.46"
"2102251","18","1","","205.74"
"2102252","","","18","5586.07"
"2102253","","","18","5744.26"
"2102255","","","18","4144.98"
"2102256","","","18","5659.22"
"2102257","","","18","5837.53"
"2102258","","","18","5616.24"
"2102260","","","18","6134.71"
"2102261","","","18","5333.7"
"2102263","","","9","2464.31"
"2102264","","","18","1787.65"
"2102265","","","18","6032.3"
"2102266","","","9","1159.46"
"2102267","","","18","5983.83"
"2102268","22","1","","251.46"
"2102269","","","9","1922.98"
"2102271","","","18","5967.37"
"2102272","","","9","2377.44"
"2102273","","","18","5285.23"
"2102274","","","18","5495.54"
"2102275","","","18","6149.34"
"2102276","","","18","5929.88"
"2102277","","","18","5875.02"
"2102278","","","18","5992.98"
"2102279","","","18","6046.93"
"2102280","","","9","1040.59"
"2102281","","","18","5632.7"
"2102282","","","18","5056.63"
"2102283","","","18","6317.59"
"2102284","","","18","5687.57"
"2102285","","","9","2777.03"
"2102286","","","9","3095.24"
"2102288","","","9","2364.64"
"2102290","","","18","5669.28"
"2102291","","","18","6148.43"
"2102292","","","18","5769.86"
"2102293","","","18","5032.86"
"2102294","","","18","6323.99"
"2102295","","","18","4820.72"
"2102296","","","9","1401.78"
"2102297","","","9","2586.84"
"2102298","","","18","5760.72"
"2102300","","","18","6823.25"
"2102303","","","18","6190.49"
"2102304","","","9","970.18"
"2102306","","","18","6454.75"
"2102307","","","18","5807.35"
"2102308","36","1","","214.88"
"2102309","","","18","5795.47"
"2102310","","","9","2234.79"
"2102311","","","18","5875.93"
"2102312","","","18","5905.2"
"2102313","","","9","2444.19"
"2102314","","","18","6080.76"
"2102316","","","18","6035.04"
"2102317","","","9","1540.76"
"2102318","","","18","6035.04"
"2102319","","","18","5845.76"
"2102320","","","18","6964.07"
"2102321","","","9","2485.34"
"2102322","","","9","2613.36"
"2102324","","","18","5317.24"
"2102326","","","18","6035.04"
"2102327","","","18","5742.43"
"2102328","","","18","5422.39"
"2102329","","","9","1189.63"
"2102330","","","18","5091.38"
"2102331","","","18","5304.43"
"2102332","","","9","1430.12"
"2102333","","","9","1063.45"
"2102335","","","18","6201.46"
"2102336","","","18","5760.72"
"2102337","","","18","5486.4"
"2102338","","","18","5943.6"
"2102339","","","27","6092.65"
"2102340","","","18","5361.13"
"2102341","","","9","2097.63"
"2102343","","","18","5799.12"
"2102344","","","18","5834.79"
"2102345","","","18","5764.38"
"2102346","","","18","5666.54"
"2102347","","","18","5832.04"
"2102348","","","18","5993.89"
"2102349","","","18","5880.51"
"2102350","","","18","5597.04"
"2102351","","","18","5712.26"
"2102352","","","18","5693.05"
"2102355","","","18","5890.56"
"2102358","","","18","6583.68"
"2102359","","","18","6110.94"
"2102360","","","18","5663.79"
"2102361","","","18","5661.05"
"2102363","","","9","2677.36"
"2102365","","","9","1601.11"
"2102366","","","9","1038.76"
"2102368","","","18","5717.74"
"2102369","","","18","5500"
"2102370","","","9","2743.2"
"2102371","","","18","5778.09"
"2102372","","","18","6110.94"
"2102374","","","18","5897.88"
"2102375","13","0","","274.32"
"2102376","","","18","5727.8"
"2102378","","","18","6084.42"
"2102379","","","9","2926.08"
"2102380","","","18","5212.08"
"2102381","","","18","5683.91"
"2102382","","","18","5447.08"
"2102383","","","9","3210.46"
"2102384","","","18","5764.38"
"2102385","","","9","2926.08"
"2102386","","","9","1170.43"
"2102387","","","9","1047.9"
"2102388","","","18","5695.8"
"2102389","","","18","5948.17"
"2102391","","","18","6167.63"
"2102392","","","18","5962.8"
"2102393","","","18","5864.96"
"2102394","","","18","5872.28"
"2102395","","","18","5861.3"
"2102397","","","18","6300.22"
"2102398","","","18","5490.06"
"2102399","","","18","5864.96"
"2102400","","","18","5944.51"
"2102403","","","18","5943.6"
"2102404","","","9","895.2"
"2102405","","","9","2901"
"2102406","","","18","6035.04"
"2102407","","","9","1263.7"
"2102408","","","18","5881.42"
"2102410","","","18","5626.3"
"2102411","","","18","5929.88"
"2102413","","","9","2459.74"
"2102414","","","9","2762.4"
"2102415","","","9","732.43"
"2102416","","","18","6055.16"
"2102418","","","9","1953.16"
"2102419","","","9","3013.86"
"2102422","","","18","5294.38"
"2102423","","","9","2450.59"
"2102426","","","9","2724.91"
"2102429","","","9","1086.31"
"2102430","","","9","1678.84"
"2102443","","","9","1371.6"
"2102447","","","18","5416.91"
"2102448","","","18","6397.14"
"2102451","20","0","","274.32"
"2102452","18","1","","228.6"
"2102453","","","18","5841.19"
"2102465","","","18","5288.89"
"2102466","","","18","5749.75"
"2102475","","","18","4843.58"
"2102477","","","18","5749.75"
"2102478","","","18","5549.49"
"2200001","","","18","5926.23"
"2200005","36","1","","210.31"
"2200006","","","9","2029.05"
"2200007","","","9","2493.57"
"2200008","","","18","5974"
"2200009","13","0","","228.6"
"2200010","","","18","5876.85"
"2200014","","","9","858.62"
"2200015","","","18","5808.27"
"2200016","20","1","","228.6"
"2200017","","","18","5428.79"
"2200018","","","18","6087.16"
"2200019","","","9","3065.98"
"2200020","","","9","2847.44"
"2200021","","","9","701.34"
"2200022","22","1","","251.46"
"2200023","15","0","","292.61"
"2200024","10","1","","320.04"
"2200026","","","9","3030"
"2200027","","","9","1359.71"
"2200028","12","0","","237.74"
"2200031","10","1","","274.32"
"2200032","","","18","5852.16"
"2200033","","","9","2059.23"
"2200035","","","18","6196.89"
"2200040","10","1","","274.32"
"2200041","14","1","","274.32"
"2200042","","","9","1280.16"
"2200043","31","1","","256.03"
"2200044","","","9","2495.4"
"2200045","16","0","","251.46"
"2200046","","","9","2100.38"
"2200049","8","0","","256.03"
"2200050","28","1","","228.6"
"2200051","","","9","753.47"
"2200052","","","9","1956.82"
"2200053","","","18","5177.33"
"2200054","","","18","5503.77"
"2200055","13","0","","210.31"
"2200057","24","1","","274.32"
"2200058","","","9","1452.07"
"2200060","21","1","","201.17"
"2200061","","","9","939.09"
"2200062","14","1","","228.6"
"2200063","23","1","","219.46"
"2200064","15","0","","274.32"
"2200065","","","18","6166.71"
"2200066","","","18","6081.67"
"2200067","","","18","5998.46"
"2200068","20","1","","228.6"
"2200069","","","9","1259.13"
"2200070","","","9","1877.26"
"2200071","","","9","2073.86"
"2200072","","","18","5756.15"
"2200073","12","0","","274.32"
"2200074","","","18","5735.12"
"2200075","24","1","","182.88"
"2200077","","","18","5304.43"
"2200078","","","18","5271.52"
"2200079","","","18","1845.26"
"2200082","10","0","","219.46"
"2200083","","","18","5899.71"
"2200084","36","1","","237.74"
"2200085","22","1","","228.6"
"2200086","","","18","5772.61"
"2200088","13","1","","274.32"
"2200089","33","1","","237.74"
"2200092","15","0","","274.32"
"2200094","35","1","","228.6"
"2200095","","","18","5814.67"
"2200097","21","1","","274.32"
"2200098","10","1","","228.6"
"2200099","","","18","4764.94"
"2200100","","","9","430.68"
"2200101","30","1","","292.61"
"2200102","","","18","4015.13"
"2200105","12","0","","237.74"
"2200107","","","18","5119.73"
"2200108","32","1","","228.6"
"2200109","","","18","5003.6"
"2200111","10","1","","274.32"
"2200112","10","0","","201.17"
"2200113","22","1","","228.6"
"2200114","10","1","","246.89"
"2200115","12","0","","274.32"
"2200116","","","18","5636.36"
"2200117","","","18","5891.48"
"2200120","","","9","2859.33"
"2200121","","","9","2723.08"
"2200123","24","1","","251.46"
"2200124","","","9","1210.67"
"2200128","25","1","","228.6"
"2200129","12","0","","274.32"
"2200131","12","0","","260.6"
"2200133","10","0","","274.32"
"2200134","36","1","","237.74"
"2200135","","","9","2286"
"2200136","","","9","2587.75"
"2200137","","","18","5670.19"
"2200138","24","1","","237.74"
"2200139","","","18","6676.95"
"2200140","14","0","","182.88"
"2200141","10","0","","256.03"
"2200142","9","1","","228.6"
"2200143","","","18","5976.52"
"2200144","","","18","1994.31"
"2200145","34","1","","274.32"
"2200146","16","1","","274.32"
"2200147","","","18","5924.4"
"2200148","15","1","","256.03"
"2200150","8","1","","228.6"
"2200152","12","1","","274.32"
"2200160","","","9","2632.56"
"2200162","22","1","","274.32"
"2200163","","","9","2484.42"
"2200165","","","9","877.82"
"2200167","","","18","5835.7"
"2200168","10","0","","228.6"
"2200169","12","0","","292.61"
"2200170","20","1","","237.74"
"2200171","50","1","","228.6"
"2200172","","","18","5698.54"
"2200173","36","1","","365.76"
"2200178","","","9","2594.15"
"2200182","","","9","3087.01"
"2200185","","","18","5821.07"
"2200191","15","1","","274.32"
"2200193","","","9","2057.4"
"2200194","","","18","5354.73"
"2200195","","","18","5954.57"
"2200200","","","18","5864.05"
"2200202","20","0","","274.32"
"2200203","","","18","6526.99"
"2200204","16","0","","228.6"
"2200205","16","1","","251.46"
"2200209","","","9","3527.76"
"2200210","27","1","","228.6"
"2200211","","","9","2987.34"
"2200212","","","9","3104.39"
"2200213","","","9","2652.67"
"2200214","","","9","1045.16"
"2200215","16","1","","228.6"
"2200216","","","18","5900.62"
"2200217","24","1","","274.32"
"2200218","25","1","","297.18"
"2200219","14","1","","228.6"
"2200220","","","18","6032.3"
"2200222","","","9","1371.6"
"2200223","10","0","","274.32"
"2200224","","","9","3073.3"
"2200225","10","0","","274.32"
"2200226","","","18","6102.71"
"2200227","24","1","","210.31"
"2200228","","","9","2945.28"
"2200229","20","1","","221.28"
"2200230","","","9","1097.28"
"2200231","24","1","","256.03"
"2200232","","","18","5394.05"
"2200234","","","9","3050.44"
"2200235","10","0","","182.88"
"2200236","20","1","","274.32"
"2200239","10","0","","320.04"
"2200240","","","9","4085.54"
"2200241","","","9","1856.23"
"2200242","","","18","5533.95"
"2200243","10","0","","228.6"
"2200244","","","9","2730.4"
"2200245","","","9","875.08"
"2200246","24","1","","228.6"
"2200247","","","18","5966.46"
"2200249","12","0","","274.32"
"2200250","","","18","5883.25"
"2200252","","","9","2157.07"
"2200253","35","1","","251.46"
"2200254","","","18","5552.24"
"2200255","","","18","5295.29"
"2200257","","","9","1058.88"
"2200258","36","1","","210.31"
"2200259","30","1","","274.32"
"2200262","27","1","","237.74"
"2200263","","","18","5595.21"
"2200268","20","1","","228.6"
"2200269","","","18","5770.78"
"2200270","30","1","","204.07"
"2200271","","","18","5608.93"
"2200272","","","9","1072.59"
"2200273","","","18","5760.72"
"2200274","12","1","","228.6"
"2200275","","","9","2930.65"
"2200276","","","9","2669.13"
"2200277","","","18","6091.73"
"2200278","20","1","","274.32"
"2200279","","","9","2378.35"
"2200280","24","1","","274.32"
"2200285","15","0","","274.32"
"2200292","","","18","5622.65"
"2200293","","","9","2724.91"
"2200294","","","9","2991"
"2200296","","","9","774.5"
"2200304","","","9","2187.24"
"2200308","","","18","5918"
"2200310","10","1","","274.32"
"2200311","","","18","4390.03"
"2200316","20","1","","256.03"
"2200317","","","18","6418.17"
"2200318","12","1","","182.88"
"2200319","","","9","1832.46"
"2200320","20","0","","274.32"
"2200321","","","9","3032.15"
"2200322","","","9","2870.3"
"2200324","","","9","1368.86"
"2200325","22","1","","201.17"
"2200326","15","0","","201.17"
"2200327","","","18","5577.84"
"2200354","11","1","","274.32"
"2200357","10","1","","228.6"
"2200359","","","9","1965.96"
"2200360","30","1","","274.32"
"2200361","16","1","","274.32"
"2200362","","","9","2264.97"
"2200363","","","18","6191.4"
"2200364","","","18","1602.03"
"2200371","","","9","2799.89"
"2200373","24","1","","228.6"
"2200374","","","9","1380.74"
"2200379","15","1","","228.6"
"2200380","22","1","","274.32"
"2200381","","","9","744.32"
"2200386","","","18","5490.06"
"2200391","36","1","","205.74"
"2200399","","","18","5908.85"
"2200400","","","9","3098.9"
"2200401","","","9","3228.75"
"2200402","","","9","2836.47"
"2200403","","","9","1828.8"
"2200404","20","1","","329.18"
"2200405","","","18","2186.33"
"2200406","18","1","","228.6"
"2200407","","","9","1116.48"
"2200408","16","1","","228.6"
"2200411","10","0","","229"
"2200412","","","18","5169.1"
"2200413","13","1","","228.6"
"2200415","43","1","","246.89"
"2200416","","","9","1046.99"
"2200418","15","0","","274.32"
"2200419","","","9","3020.26"
"2200420","30","1","","210.31"
"2200421","","","9","3004.72"
"2200422","30","1","","246.89"
"2200423","12","0","","274.32"
"2200424","12","0","","173.74"
"2200428","24","1","","274.32"
"2200429","14","1","","256.03"
"2200430","","","9","2149.75"
"2200432","","","9","1243.58"
"2200433","","","9","2771.55"
"2200434","","","9","2335.38"
"2200435","12","0","","274.32"
"2200440","15","0","","228.6"
"2200441","","","12","1829"
"2200442","14","1","","274.32"
"2200443","","","18","5069.43"
"2200444","16","1","","251.46"
"2200449","20","1","","228.6"
"2200450","22","1","","274.32"
"2200452","","","27","8803.84"
"2200455","20","1","","274.32"
"2200459","","","18","6032.3"
"2200467","","","18","4892.04"
"2200475","20","0","","274.32"
"2200476","","","9","2011.68"
"2200477","","","9","1280.16"
"2200478","","","18","6041.44"
"2200479","","","18","5120.64"
"2200480","14","0","","246.89"
"2200481","20","1","","228.6"
"2200489","","","18","5005.43"
"2200490","","","18","6138.37"
"2200491","","","9","2175.36"
"2200492","22","0","","274.32"
"2200500","12","0","","251.46"
"2200501","","","9","3175.71"
"2200502","","","9","3140.96"
"2200503","23","0","","237.74"
"2200527","16","1","","228.6"
"2200540","19","1","","274.32"
"2200541","20","1","","228.6"
"2200542","16","1","","205.74"
"2200549","30","1","","228.6"
"2200550","","","9","866.85"
"2200551","","","9","2800.81"
"2200552","","","9","2854.76"
"2200553","","","9","1819.66"
"2200554","22","1","","274.32"
"2200556","","","18","4270.25"
"2200557","17","1","","274.32"
"2200558","12","1","","274.32"
"2200559","18","0","","274.32"
"2200574","","","18","5863.13"
"2200575","12","0","","274.32"
"2200576","","","9","1118.31"
"2200577","","","18","5906.11"
"2200578","","","18","5779.01"
"2200579","10","0","","265.18"
"2200587","","","18","5694.88"
"2200589","","","18","6262.73"
"2200590","","","18","5680.25"
"2200597","28","1","","210.31"
"2200603","","","18","3109.87"
"2200605","","","18","5126.13"
"2200606","24","1","","246.89"
"2200607","","","18","5382.16"
"2200608","","","18","5586.98"
"2200609","","","9","1067.1"
"2200611","","","9","917.14"
"2200612","","","18","5577.84"
"2200613","","","18","6119.16"
"2200614","16","1","","274.32"
"2200618","16","1","","237.74"
"2200619","17","0","","256.03"
"2200620","","","18","5583.33"
"2200621","14","1","","201.17"
"2200622","16","1","","228.6"
"2200623","24","1","","251.46"
"2200624","","","9","1003.1"
"2200625","","","18","5904.28"
"2200626","","","9","1371.6"
"2200632","","","18","4687.21"
"2200635","10","0","","274.32"
"2200637","20","1","","228.6"
"2200638","","","18","5878.68"
"2200639","","","9","1945.84"
"2200641","15","1","","228.6"
"2200643","15","1","","274.32"
"2200644","16","1","","237.74"
"2200656","24","1","","228.6"
"2200657","","","18","5748.83"
"2200660","","","9","760.78"
"2200661","22","1","","210.31"
"2200662","17","1","","228.6"
"2200665","20","1","","256.03"
"2200678","","","18","5667.45"
"2200679","","","18","5677.51"
"2200684","10","0","","237.74"
"2200685","18","1","","228.6"
"2200692","","","9","1403.6"
"2200693","20","0","","251.46"
"2200694","","","9","1358.8"
"2200698","20","0","","274.32"
"2200699","12","0","","201.17"
"2200700","36","1","","205.74"
"2200701","50","1","","237.74"
"2200702","","","9","2514.6"
"2200703","30","1","","201.17"
"2200710","","","9","4475.99"
"2200711","","","18","4580.23"
"2200717","","","18","5934.46"
"2200720","","","18","5973.78"
"2200722","28","1","","228.6"
"2200723","","","9","1699.87"
"2200724","","","18","5896.05"
"2200726","","","18","5522.98"
"2200728","","","18","5706.77"
"2200729","","","18","5566.87"
"2200730","","","18","4417.47"
"2200732","12","1","","228.6"
"2200733","","","18","5417.82"
"2200734","","","9","4965.19"
"2200735","10","0","","228.6"
"2200739","32","1","","228.6"
"2200740","","","9","1100.02"
"2200741","","","9","1576.43"
"2200758","10","0","","228.6"
"2200759","","","9","2583.18"
"2200760","12","0","","228.6"
"2200761","18","1","","320.04"
"2200762","","","18","5425.14"
"2200771","20","1","","320.04"
"2200778","","","9","1293.88"
"2200779","","","18","5860.39"
"2200780","30","1","","228.6"
"2200781","12","1","","274.32"
"2200782","22","1","","274.32"
"2200783","","","9","1113.74"
"2200784","","","18","5116.07"
"2200786","","","18","5673.85"
"2200812","20","1","","256.03"
"2200815","10","1","","274.32"
"2200827","","","18","5901.54"
"2200835","","","9","1022.3"
"2200836","","","12","2915.11"
"2200837","64","1","","274.32"
"2200860","12","1","","274.32"
"2200861","","","18","5596.13"
"2200862","","","18","5718.66"
"2200868","10","1","","274.32"
"2200871","","","18","5478.17"
"2200873","","","9","2820.01"
"2200876","18","1","","265.18"
"2200883","","","9","1435.61"
"2200886","12","0","","274.32"
"2200887","","","9","5636.36"
"2200888","","","9","5721.4"
"2200890","24","1","","256.03"
"2200891","9","1","","205.74"
"2200893","20","1","","256.03"
"2200899","","","9","2501.8"
"2200901","","","18","5865.88"
"2200907","","","18","6048.76"
"2200909","","","18","6227.06"
"2200910","13","0","","320.04"
"2200911","","","18","4257.45"
"2200912","20","1","","228.6"
"2200913","","","18","6142.02"
"2200914","18","1","","228.6"
"2200915","","","18","5808.27"
"2200916","20","1","","219.46"
"2200917","","","18","5946.34"
"2200918","20","1","","228.6"
"2200919","10","0","","229"
"2200920","","","9","832.1"
"2200922","22","1","","233.17"
"2200923","","","18","5581.5"
"2200924","12","1","","201.17"
"2200925","","","9","901.6"
"2200926","10","1","","228.6"
"2200927","","","18","5850.33"
"2200928","","","9","2905.96"
"2200929","","","9","3038.55"
"2200930","20","0","","292.61"
"2200932","38","1","","256.03"
"2200934","","","9","809.24"
"2200935","","","18","5864.05"
"2200936","","","9","2288.74"
"2200937","","","9","1159.46"
"2200938","15","1","","274.32"
"2200939","","","9","822.96"
"2200940","10","1","","274.32"
"2200941","","","18","6059.73"
"2200942","13","1","","274.32"
"2200943","","","18","5374.84"
"2200945","","","9","2966.31"
"2200946","","","9","2724"
"2200948","24","1","","274.32"
"2200950","14","1","","228.6"
"2200951","","","18","5746.09"
"2200953","","","18","6400.8"
"2200954","","","9","1864.46"
"2200961","25","1","","228.6"
"2200962","","","18","5790.9"
"2200963","22","1","","228.6"
"2200964","15","1","","228.6"
"2200975","","","18","5578.75"
"2201017","","","9","2325.32"
"2201018","23","1","","237.74"
"2201019","16","1","","228.6"
"2201020","","","9","1143.91"
"2201030","24","1","","182.88"
"2201043","26","1","","251.46"
"2201044","","","18","6499.56"
"2201062","","","9","754.38"
"2201063","","","18","6302.96"
"2201065","14","1","","228.6"
"2201079","","","18","5656.48"
"2201080","","","9","2426.82"
"2201081","26","1","","297.18"
"2201122","10","1","","274.32"
"2201134","14","1","","274.32"
"2201135","","","9","3917.29"
"2201139","24","1","","274.32"
"2201140","","","18","5603.44"
"2201143","","","18","6353.25"
"2201144","","","9","2606.95"
"2201145","27","1","","251.46"
"2201146","","","18","5891.48"
"2201150","13","0","","274.32"
"2201151","","","18","6239.87"
"2201152","","","18","6441.95"
"2201156","10","0","","182.88"
"2201159","12","0","","274"
"2201160","","","9","546.81"
"2201161","","","9","3145.54"
"2201162","","","9","2742.29"
"2201164","25","1","","228.6"
"2201165","","","9","891.54"
"2201168","10","1","","274.32"
"2201169","","","9","2617.01"
"2201170","","","9","2661.82"
"2201171","28","1","","228.6"
"2201172","","","18","5651.91"
"2201173","","","9","2148.84"
"2201174","18","1","","228.6"
"2201175","23","1","","228.6"
"2201177","","","18","4115.71"
"2201178","10","1","","274.32"
"2201179","22","1","","228.6"
"2201256","","","18","5900.62"
"2201275","16","0","","274.32"
"2201282","11","1","","229.51"
"2201307","18","0","","228.6"
"2201308","","","9","868.68"
"2201309","","","9","900.68"
"2201310","24","1","","228.6"
"2201322","","","9","3032.15"
"2201323","21","1","","274.32"
"2201329","20","1","","228.6"
"2201349","18","1","","274.32"
"2201369","29","1","","274.32"
"2201374","12","1","","274.32"
"2201384","","","18","5918"
"2201385","","","9","1143"
"2201386","24","1","","274.32"
"2201408","","","9","1828.8"
"2201422","","","18","5687.57"
"2201423","18","1","","228.6"
"2201424","","","9","2668.22"
"2201425","32","0","","228.6"
"2201426","16","1","","228.6"
"2201427","","","18","5304.43"
"2201428","25","1","","274.32"
"2201429","","","9","1878.18"
"2201438","34","1","","274.32"
"2201439","","","18","6003.95"
"2201440","","","18","5494.63"
"2201442","28","1","","292.61"
"2201443","","","18","6036.87"
"2201444","","","9","887.88"
"2201450","","","12","761.6"
"2201451","","","9","3087.01"
"2201485","","","9","3017.52"
"2201515","20","1","","274.32"
"2201516","","","6","491.03"
"2201517","18","1","","274.32"
"2201521","","","9","2950.77"
"2201554","","","9","1764.79"
"2201563","","","9","2917.85"
"2201580","","","18","6139.28"
"2201595","","","18","6539.79"
"2201601","","","18","5683"
"2201612","","","9","1020.47"
"2201613","","","18","6270.04"
"2201654","","","9","1238.1"
"2201655","24","1","","182.88"
"2201658","13","1","","228.6"
"2201666","18","1","","228.6"
"2201679","","","18","5023.71"
"2201680","24","1","","246.89"
"2201681","","","9","2661.82"
"2201682","","","9","2772.46"
"2201683","","","9","2389.33"
"2201693","27","1","","228.6"
"2201698","20","1","","228.6"
"2201699","","","18","2430.48"
"2201718","","","9","796.44"
"2201719","16","1","","228.6"
"2201834","","","9","1373.43"
"2201835","","","18","5934.46"
"2201904","12","1","","274.32"
"2201947","12","0","","228.6"
"2201968","20","1","","297.18"
"2201969","","","18","5897.88"
"2201980","","","9","2585.01"
"2202004","","","9","6278.27"
"2202006","14","0","","457.2"
"2202007","","","18","5624.47"
"2202008","20","1","","237.74"
"2202009","","","18","5849.42"
"2202010","26","1","","274.32"
"2202011","","","18","5214.82"
"2202014","","","9","1765.71"
"2202017","","","9","3247.03"
"2202018","","","9","3009.29"
"2202023","20","1","","246.89"
"2202024","","","18","5619.9"
"2202025","","","18","6262.73"
"2202026","27","1","","228.6"
"2202027","15","0","","320.04"
"2202028","","","9","1097.28"
"2202032","","","18","5489.14"
"2202033","8","1","","201.17"
"2202035","20","0","","228.6"
"2202039","15","1","","206"
"2202040","","","9","2616.1"
"2202041","","","9","2926.08"
"2202043","19","0","","260.6"
"2202044","34","1","","214.88"
"2202045","18","1","","228.6"
"2202047","","","9","914.4"
"2202048","","","18","4101.08"
"2202049","15","1","","228.6"
"2202054","22","1","","274.32"
"2202055","","","9","3245.21"
"2202056","","","9","3269.89"
"2202058","10","1","","228.6"
"2202059","","","9","1348.74"
"2202060","","","9","1718.16"
"2202061","24","1","","320.04"
"2202062","","","18","5508.35"
"2202063","32","1","","274.32"
"2202065","","","18","6195.97"
"2202066","","","18","5611.67"
"2202067","40","1","","228.6"
"2202068","","","9","1163.12"
"2202069","","","9","1143"
"2202070","","","9","1733.7"
"2202071","14","0","","228.6"
"2202073","","","9","2084.83"
"2202077","","","27","6267"
"2202078","","","27","6006"
"2202079","","","18","4091.03"
"2202081","","","18","5789.98"
"2202082","20","1","","256.03"
"2202084","","","9","1030.53"
"2202085","","","9","1611.17"
"2202086","","","9","2877.62"
