FacilityID,Bays,Floodlit,Holes,Length
"2100764","","","9","728.78"
"2100765","","","18","6494"
"2100766","","","18","4968.84"
"2100768","","","18","5715.91"
"2100770","","","18","5449.82"
"2100771","26","1","","228.6"
"2100772","","","9","2895.9"
"2100773","","","18","5522.98"
"2100774","","","18","3328.42"
"2100775","28","1","","274.32"
"2100776","","","9","1449.32"
"2100777","","","18","5613.5"
"2100778","","","18","6858"
"2100779","","","18","5302.61"
"2100780","","","9","3199.49"
"2100781","","","9","2468.88"
"2100782","","","18","5864.96"
"2100783","","","18","5758.89"
"2100785","","","18","5914.34"
"2100786","","","18","5551.32"
"2100787","","","18","5637.28"
"2100789","","","18","5907.94"
"2100790","","","18","6016.75"
"2100791","","","18","5923.48"
"2100792","","","18","5450.74"
"2100793","21","1","","229"
"2100794","","","18","5309.92"
"2100795","12","1","","274.32"
"2100796","","","9","788.21"
"2100797","","","18","5692.14"
"2100798","","","18","5758.89"
"2100799","","","9","2306.12"
"2100801","","","18","5490.97"
"2100802","","","9","2562.15"
"2100803","30","1","","365.76"
"2100804","","","9","1602.03"
"2100806","","","9","2743.2"
"2100807","","","18","5915.25"
"2100808","","","9","2250.34"
"2100811","","","18","5757.06"
"2100814","","","18","5432.45"
"2100815","","","18","5120.64"
"2100816","","","18","5183.73"
"2100818","","","9","5107.84"
"2100819","","","18","5517.49"
"2100820","","","18","5488.23"
"2100821","","","18","5942.69"
"2100822","","","18","2786.18"
"2100823","","","9","2852.93"
"2100824","","","18","5194.71"
"2100826","","","18","6233.46"
"2100827","","","9","2533.8"
"2100829","","","18","6406.29"
"2100830","","","18","5869.53"
"2100832","","","18","5704.03"
"2100833","","","18","6185.92"
"2100834","","","18","6635"
"2100836","24","0","","219.46"
"2100837","","","18","5804.61"
"2100838","","","18","5548.58"
"2100841","","","18","5724.14"
"2100842","","","18","4818.89"
"2100844","","","18","6018.58"
"2100845","","","18","6128.31"
"2100846","","","18","6434.63"
"2100847","","","18","5577.84"
"2100849","","","18","6051.5"
"2100850","","","18","5911.6"
"2100852","","","10","2979.12"
"2100853","","","18","6031.38"
"2100854","20","1","","247"
"2100856","60","1","","228.6"
"2100858","","","18","5807.35"
"2100859","","","9","2583.18"
"2100860","","","18","6078.02"
"2100861","","","18","5683.91"
"2100863","","","18","4946.9"
"2100866","","","18","5469.94"
"2100867","","","18","5859.48"
"2100868","","","18","5672.02"
"2100870","","","18","5858.56"
"2100871","","","18","5736.03"
"2100872","","","6","2420.42"
"2100873","","","18","5881.42"
"2100875","","","18","5108.75"
"2100877","","","18","5943.6"
"2100878","","","9","2687.42"
"2100880","","","9","2418.59"
"2100882","","","18","5659.22"
"2100884","","","10","2242.11"
"2100885","","","20","5480"
"2100886","","","18","5621.73"
"2100887","","","18","5692.14"
"2100888","","","9","2025.4"
"2100889","","","18","5453.48"
"2100890","","","9","2651.76"
"2100892","","","9","2419.5"
"2100893","","","18","5545.84"
"2100894","","","18","5296.2"
"2100895","10","1","","228.6"
"2100896","","","18","5982"
"2100898","","","10","2745.03"
"2100899","","","18","5113.32"
"2100900","","","18","5661.05"
"2100901","","","18","4577.49"
"2100902","","","18","5924.4"
"2100904","","","18","5106.01"
"2100905","","","18","5713.17"
"2100906","","","18","5677.51"
"2100907","","","18","5894.22"
"2100908","","","18","5653.74"
"2100909","","","18","5527.55"
"2100910","","","18","5825.64"
"2100911","","","18","5754.32"
"2100913","","","18","5700.37"
"2100914","18","1","","205.74"
"2100915","","","18","5806.44"
"2100917","","","18","5478.17"
"2100919","","","18","5721.4"
"2100920","","","18","6047"
"2100922","","","18","5758.89"
"2100923","","","18","5712.26"
"2100924","","","22","6327.65"
"2100926","20","1","","274.32"
"2100927","","","9","2632.56"
"2100928","","","18","5195.62"
"2100929","","","18","6115.51"
"2100931","","","18","6066"
"2100932","","","18","5943.6"
"2100933","","","18","5555.89"
"2100934","","","18","5806.44"
"2100935","","","18","5501.94"
"2100936","","","18","6081.67"
"2100937","","","18","6133.8"
"2100938","","","18","5547.66"
"2100939","","","18","5966.46"
"2100940","","","9","2896.82"
"2100943","","","18","5683"
"2100944","","","18","5709.51"
"2100945","","","18","6218.83"
"2100946","","","9","2829.15"
"2100947","","","18","5662.88"
"2100948","","","18","6143.85"
"2100949","","","18","5817.41"
"2100950","","","18","6054.24"
"2100951","","","18","6102.71"
"2100953","","","18","5740.6"
"2100956","","","18","5630.88"
"2100957","","","18","5498.29"
"2100960","10","1","","228.6"
"2100962","","","18","5669.28"
"2100963","","","18","5719.57"
"2100964","","","9","1184.15"
"2100965","","","18","5673.85"
"2100966","","","18","5924.4"
"2100967","","","18","5856.73"
"2100968","","","18","5191.05"
"2100969","22","1","","256.03"
"2100971","","","18","5526.63"
"2100972","","","18","5408.68"
"2100973","","","9","5449.82"
"2100974","","","9","2377.44"
"2100976","","","18","5795.47"
"2100978","","","18","5512.92"
"2100980","","","18","6217.92"
"2100981","","","9","2531.06"
"2100983","","","18","5716.83"
"2100984","","","18","4383.63"
"2100986","","","18","5719.57"
"2100990","","","18","5480.91"
"2100991","","","9","914.4"
"2100992","","","18","5679.34"
"2100993","","","18","5252.31"
"2100994","","","18","6082.59"
"2100996","","","18","5841.19"
"2100997","16","1","","274.32"
"2100998","","","18","5303.52"
"2100999","","","18","5676.6"
"2101000","","","18","4683.56"
"2101001","","","18","5591.56"
"2101002","","","18","4928.62"
"2101003","","","18","5640.02"
"2101004","38","1","","274.32"
"2101005","","","18","2916.02"
"2101006","","","18","5935.37"
"2101007","","","18","4788.71"
"2101008","","","18","5935.37"
"2101009","","","18","5532.12"
"2101010","","","9","2617.93"
"2101011","","","9","2711.2"
"2101012","","","18","5950.92"
"2101013","","","9","2745.94"
"2101014","","","18","5492.8"
"2101015","","","18","6106.36"
"2101016","","","18","5701.28"
"2101018","","","9","2631.64"
"2101019","","","18","5797.3"
"2101020","","","18","5695.8"
"2101022","42","1","","274.32"
"2101024","","","9","2691.99"
"2101025","","","18","5702.2"
"2101026","","","18","5458.97"
"2101027","","","18","5677.51"
"2101028","","","18","5078.58"
"2101029","","","18","5427.88"
"2101030","20","1","","244.14"
"2101031","","","18","5565.04"
"2101032","","","18","5863.13"
"2101033","","","18","5844.84"
"2101034","","","18","5678.42"
"2101035","","","18","5907.94"
"2101036","","","18","5525.72"
"2101037","","","18","5544.92"
"2101038","","","18","5169.1"
"2101039","","","11","5654.65"
"2101041","","","18","5784.49"
"2101042","","","9","2829.15"
"2101043","","","18","5440.68"
"2101044","","","18","6062.47"
"2101045","","","9","3004.72"
"2101046","","","9","2807.21"
"2101047","57","1","","329.18"
"2101048","","","18","5927.14"
"2101050","","","18","5761.63"
"2101051","","","18","4007.82"
"2101053","","","18","5544.01"
"2101054","","","9","1322.22"
"2101055","","","18","5553.15"
"2101056","","","18","5418.73"
"2101057","","","9","2577.69"
"2101058","","","18","4443.98"
"2101059","21","1","","246.89"
"2101062","","","18","5654.65"
"2101064","","","10","5605.27"
"2101065","","","18","5764.38"
"2101067","","","18","5618.07"
"2101068","27","1","","320.04"
"2101069","","","18","5555.89"
"2101070","","","18","5827.47"
"2101071","","","18","5595.21"
"2101073","","","18","6444"
"2101075","","","9","989.38"
"2101076","","","18","5530.29"
"2101078","","","9","2038.2"
"2101079","","","18","5430.62"
"2101082","","","18","5704.94"
"2101083","","","18","5732.37"
"2101084","","","18","5843.02"
"2101085","","","6","1090.88"
"2101086","","","9","1461.21"
"2101087","","","18","5711.34"
"2101088","","","9","1430.12"
"2101089","","","18","6414.52"
"2101090","24","1","","219.46"
"2101091","","","18","5765.29"
"2101092","","","18","6292.9"
"2101093","","","18","6111.85"
"2101094","","","18","5514.75"
"2101095","","","9","2621.58"
"2101096","","","9","5859.48"
"2101097","","","9","5052.97"
"2101098","19","1","","274.32"
"2101099","","","9","5600.7"
"2101101","","","11","2636.22"
"2101103","","","18","5722.32"
"2101104","","","18","5954.57"
"2101105","","","9","2532.89"
"2101106","","","18","5295.29"
"2101109","","","9","2767.89"
"2101110","","","9","5723.23"
"2101112","","","18","5476.34"
"2101113","","","18","5491.89"
"2101115","","","18","5751.58"
"2101116","","","18","5563.21"
"2101117","","","18","5755.23"
"2101118","","","18","5771.69"
"2101119","20","1","","228.6"
"2101120","","","18","5971.95"
"2101121","","","18","5384.9"
"2101122","","","18","5596"
"2101126","","","9","5722.32"
"2101127","","","18","5434.28"
"2101128","","","9","2751.43"
"2101129","","","9","2604.21"
"2101130","","","18","5754.32"
"2101131","","","18","5544.92"
"2101132","","","18","5738.77"
"2101133","","","18","5789.98"
"2101134","26","1","","274.32"
"2101135","","","18","5577.84"
"2101138","","","18","6035.95"
"2101140","","","18","5965.55"
"2101141","","","18","5906.11"
"2101142","","","18","5621.73"
"2101144","","","18","6148.43"
"2101145","","","18","5348.33"
"2101147","","","18","5561.38"
"2101150","","","18","5486.4"
"2101151","","","18","5896.97"
"2101152","","","9","3366.82"
"2101153","","","18","6032.3"
"2101156","","","18","5448.91"
"2101157","34","1","","228.6"
"2101158","","","18","5745.18"
"2101159","","","18","5255.06"
"2101160","","","18","5660.14"
"2101162","","","18","6394.4"
"2101163","","","18","6474.87"
"2101164","","","18","4913.99"
"2101168","","","18","6142.94"
"2101170","","","18","6484.92"
"2101171","","","18","6233.46"
"2101172","","","18","6188.66"
"2101173","","","18","5615.33"
"2101174","","","9","2943.45"
"2101175","","","18","6309.36"
"2101178","","","18","5821.07"
"2101179","","","18","5922.57"
"2101181","","","18","5953.66"
"2101183","","","18","5673.85"
"2101186","","","18","5626.3"
"2101189","","","18","5747"
"2101190","","","18","5987.49"
"2101192","","","18","6132.88"
"2101193","","","18","5217.57"
"2101195","","","18","6292.9"
"2101196","","","18","5772.61"
"2101197","","","18","5738.77"
"2101198","30","1","","228.6"
"2101199","","","18","5878.68"
"2101200","","","18","6309.36"
"2101201","","","18","6009.44"
"2101203","","","9","2612.44"
"2101205","","","18","4524.45"
"2101209","","","18","5675.68"
"2101211","","","9","2838.3"
"2101212","","","18","5568.7"
"2101213","12","1","","228.6"
"2101214","","","18","5657.39"
"2101215","","","18","6016.75"
"2101216","","","18","6125.57"
"2101217","","","18","6092.65"
"2101218","","","18","5972.86"
"2101220","","","9","2286"
"2101221","19","0","","228.6"
"2101222","","","18","5706.77"
"2101223","","","18","6199.63"
"2101224","","","18","5647.33"
"2101225","","","9","2836.47"
"2101226","","","18","5928.97"
"2101227","","","18","6047.84"
"2101228","","","18","5563.21"
"2101231","","","18","6293.82"
"2101234","","","18","5806.44"
"2101235","","","18","5790.9"
"2101237","","","19","6130.14"
"2101240","","","29","9000"
"2101242","","","18","6217.92"
"2101243","","","18","5687.57"
"2101244","","","18","5832.04"
"2101245","","","18","5565.04"
"2101247","","","9","2587"
"2101249","","","18","6148.43"
"2101250","","","18","5675.68"
"2101251","","","9","5873.19"
"2101252","","","9","914.4"
"2101253","","","9","914.4"
"2101254","","","18","5689.4"
"2101258","","","18","5881.42"
"2101259","","","9","1005.84"
"2101261","","","18","5723.23"
"2101263","","","12","5277.92"
"2101264","","","18","5289.8"
"2101265","","","18","6063.39"
"2101266","","","18","5828.39"
"2101267","","","18","5974.69"
"2101268","","","18","6101.79"
"2101269","","","18","6398.97"
"2101270","","","18","5582.41"
"2101271","19","1","","229"
"2101273","","","18","5680.25"
"2101274","","","18","4352.54"
"2101275","","","9","1424.64"
"2101276","","","18","5751.58"
"2101277","","","18","5492.8"
"2101278","","","9","5568.7"
"2101279","","","18","5742.43"
"2101280","","","18","5522.06"
"2101282","","","18","5632.7"
"2101285","","","18","5806.44"
"2101286","","","9","2697.48"
"2101287","","","18","5161.79"
"2101288","","","9","2880.36"
"2101289","","","18","6220.66"
"2101290","","","9","1482.24"
"2101292","","","18","6011.27"
"2101293","","","18","5608"
"2101295","","","18","5929.88"
"2101296","","","18","6221.58"
"2101297","","","18","5446.17"
"2101298","","","9","1920.24"
"2101299","","","18","6259.98"
"2101300","","","18","6138.37"
"2101301","","","9","3053.18"
"2101302","","","18","5581.5"
"2101303","","","18","5966.46"
"2101304","","","9","2926.08"
"2101305","","","9","4110.23"
"2101306","","","18","5571.44"
"2101307","15","1","","246.89"
"2101308","","","18","5058.46"
"2101310","","","18","5755.23"
"2101311","","","18","5486.4"
"2101312","","","18","6263.64"
"2101314","","","18","5456.22"
"2101315","","","10","2539.29"
"2101316","","","18","6229.81"
"2101317","","","18","5976.52"
"2101318","","","18","5486.4"
"2101321","","","18","5768.95"
"2101323","","","18","6078.93"
"2101326","","","9","1987.91"
"2101327","24","1","","265.18"
"2101328","","","18","5518.4"
"2101330","","","18","6400.8"
"2101332","","","18","5367.53"
"2101333","","","9","1727.3"
"2101334","","","18","5729.63"
"2101335","25","1","","274.32"
"2101337","","","18","5894.22"
"2101338","","","18","5488.23"
"2101339","","","18","6343.19"
"2101340","","","18","4840.83"
"2101341","","","18","6018.58"
"2101343","","","18","5833.87"
"2101344","","","9","746.15"
"2101346","","","18","5871.36"
"2101347","","","18","5937.2"
"2101348","","","18","5629.96"
"2101350","","","18","5785.41"
"2101351","","","18","5120.64"
"2101352","","","18","5824.73"
"2101353","","","18","5574.18"
"2101354","","","18","5706.77"
"2101355","","","18","5126.13"
"2101356","","","18","5399.53"
"2101358","","","23","6184.09"
"2101362","","","18","5802.78"
"2101363","","","18","5718.66"
"2101364","","","18","5642.76"
"2101365","22","1","","228.6"
"2101367","","","9","1795.88"
"2101368","","","18","4660.7"
"2101369","","","18","5705.86"
"2101370","","","18","5610.76"
"2101372","","","18","5802.78"
"2101373","","","18","5750.66"
"2101374","15","1","","274.32"
"2101375","","","18","5309.01"
"2101376","","","18","5931.71"
"2101379","","","9","5093.21"
"2101381","","","18","5905.2"
"2101382","","","18","5941.77"
"2101383","","","18","5406.85"
"2101384","","","18","5577.84"
"2101385","","","18","5580.58"
"2101386","","","18","5484.57"
"2101387","","","18","5964.63"
"2101389","","","18","5563.21"
"2101390","","","18","6114.59"
"2101391","","","18","6153.91"
"2101392","","","18","5844.84"
"2101393","","","18","5852.16"
"2101394","","","10","5303.52"
"2101396","","","18","5788.15"
"2101400","","","18","6015.84"
"2101401","","","18","5864.96"
"2101402","","","18","5689.4"
"2101403","","","18","5394.05"
"2101406","","","18","5489.14"
"2101407","","","18","6038.7"
"2101409","","","18","5834.79"
"2101412","","","18","5826.56"
"2101413","","","18","5697.63"
"2101414","","","9","2156.16"
"2101415","","","18","5943.6"
"2101416","","","18","5199.28"
"2101417","","","9","2697.48"
"2101418","","","18","5383.99"
"2101419","","","9","5724.14"
"2101421","","","9","2838.3"
"2101422","18","1","","237.74"
"2101425","","","9","4447.64"
"2101426","","","18","5725.97"
"2101427","","","18","5615.33"
"2101429","","","18","5589.73"
"2101430","","","9","2289.66"
"2101432","32","1","","228.6"
"2101433","","","18","5687.57"
"2101434","","","18","4731.11"
"2101435","10","1","","228.6"
"2101438","","","18","5246.83"
"2101440","","","9","2792.58"
"2101441","","","9","5027.37"
"2101442","","","18","5612.59"
"2101443","","","18","5801.87"
"2101444","","","18","5468.11"
"2101445","","","9","2384.76"
"2101446","","","9","2674.62"
"2101447","","","9","2368.3"
"2101448","","","9","2697.48"
"2101450","22","1","","228.6"
"2101454","","","9","1607.52"
"2101455","","","18","5451.65"
"2101456","","","18","5561.38"
"2101457","","","18","5815.58"
"2101458","","","9","2388.41"
"2101459","","","18","2668.22"
"2101460","","","18","5945.43"
"2101461","","","9","2606"
"2101462","","","9","2606.95"
"2101463","","","18","5858.56"
"2101465","","","18","5369.36"
"2101467","","","18","5633.62"
"2101468","","","18","6101.79"
"2101470","","","18","5760.72"
"2101471","","","18","3687.78"
"2101472","","","18","5074.01"
"2101473","","","9","2494.48"
"2101474","","","18","5834.79"
"2101475","","","18","3949.29"
"2101477","","","18","6012.18"
"2101478","","","18","5722.32"
"2101479","","","18","5901.54"
"2101481","","","12","1472.18"
"2101482","","","18","5591.56"
"2101484","","","18","4812.49"
"2101485","","","27","9000"
"2101486","","","18","6169.46"
"2101488","","","18","5679.34"
"2101490","","","18","5838.44"
"2101492","","","9","2670.96"
"2101493","","","9","2423.16"
"2101494","","","18","5894.22"
"2101495","","","18","5708.6"
"2101496","","","9","1974.19"
"2101497","","","18","5362.96"
"2101498","","","18","5725.06"
"2101500","","","18","6174.94"
"2101502","","","18","5849.42"
"2101503","","","18","5778.09"
"2101504","","","9","2769.72"
"2101505","","","18","6067.96"
"2101506","15","1","","228.6"
"2101508","","","18","5465.37"
"2101509","","","18","5886.91"
"2101510","","","18","5874.11"
"2101511","","","18","5778.09"
"2101513","","","18","5960.97"
"2101514","","","9","1727.3"
"2101515","","","9","1141.17"
"2101516","","","9","1143"
"2101517","","","18","6092.65"
"2101518","","","18","6066.13"
"2101519","","","9","2879.45"
"2101521","","","18","5575.1"
"2101522","","","18","6371"
"2101524","","","9","993.04"
"2101525","","","18","6295.64"
"2101526","","","18","5577.84"
"2101528","","","18","5669.28"
"2101530","","","9","1933.04"
"2101531","","","18","6499.56"
"2101532","","","18","5757.06"
"2101533","","","18","5811.01"
"2101534","","","18","5450.74"
"2101535","","","9","2820.01"
"2101537","","","18","5806.44"
"2101539","","","18","6150.25"
"2101541","","","18","5691.23"
"2101542","40","1","","274.32"
"2101543","","","18","5661.96"
"2101544","","","9","1141.17"
"2101546","","","9","2788.01"
"2101548","","","18","5819.24"
"2101549","","","18","5755.23"
"2101550","","","9","4503.42"
"2101551","","","18","5775.35"
"2101552","","","18","3387.85"
"2101553","","","18","5678.42"
"2101554","","","18","5819.24"
"2101556","","","9","2449.68"
"2101557","","","18","6309.36"
"2101558","","","9","2516.43"
"2101559","","","18","6258.15"
"2101560","","","18","5852.16"
"2101562","","","9","2748.69"
"2101563","15","0","","228.6"
"2101565","","","18","5815.58"
"2101568","","","18","6303.87"
"2101570","","","18","5487.31"
"2101572","","","18","5491.89"
"2101573","","","18","5031.03"
"2101576","","","18","6053.33"
"2101577","","","18","5634.53"
"2101578","","","18","5266.94"
"2101579","","","9","1843.43"
"2101582","","","18","6242.61"
"2101586","","","18","5534.86"
"2101587","","","18","5493.72"
"2101589","","","18","6217.92"
"2101590","","","18","5950.92"
"2101592","","","18","4796.94"
"2101593","","","18","4945.99"
"2101594","","","9","2403.04"
"2101595","","","9","929.94"
"2101596","","","18","5708.6"
"2101597","","","18","5512"
"2101598","","","9","2468.88"
"2101600","","","18","5507.43"
"2101601","","","18","5841.19"
"2101602","","","18","6378.85"
"2101603","","","18","6302.04"
"2101604","","","18","5896.97"
"2101605","","","18","5908.85"
"2101607","","","9","2265.88"
"2101608","","","18","5132.53"
"2101609","","","18","6216.09"
"2101610","16","1","","201.17"
"2101611","","","18","5785.41"
"2101612","","","27","6206.03"
"2101614","","","18","5318.15"
"2101615","","","18","5271.52"
"2101616","","","18","5990.23"
"2101617","","","18","5394.96"
"2101618","","","18","6028.64"
"2101620","","","18","5276.09"
"2101622","","","18","5270.6"
"2101623","","","18","5615.33"
"2101624","","","18","5757.06"
"2101625","","","18","4881.98"
"2101626","","","9","5433.36"
"2101629","","","18","1837.03"
"2101630","","","18","5534.86"
"2101631","","","9","3385.11"
"2101632","","","9","2378.35"
"2101633","","","18","5576.01"
"2101635","","","18","5519.32"
"2101637","","","9","2103.12"
"2101638","","","18","5557.72"
"2101639","","","18","5838.44"
"2101641","","","18","5986.58"
"2101642","","","9","2053.74"
"2101643","","","18","5520.23"
"2101644","","","18","6473.04"
"2101645","","","18","5486.4"
"2101646","","","9","1005.84"
"2101647","19","1","","238"
"2101648","","","18","1651.41"
"2101649","","","18","5349.24"
"2101651","","","9","594.36"
"2101654","","","18","5678.42"
"2101655","","","18","5615.33"
"2101657","","","18","5524.8"
"2101658","","","9","1959.56"
"2101659","","","18","5458.05"
"2101660","","","18","5726.89"
"2101661","","","18","5404.1"
"2101663","","","9","1378"
"2101664","","","18","4652.47"
"2101666","","","18","6014.92"
"2101668","","","18","5507.43"
"2101669","","","18","985.72"
"2101670","","","18","5865.88"
"2101671","","","18","5967"
"2101673","","","18","5802.78"
"2101674","12","1","","251.46"
"2101675","","","9","1845.26"
"2101676","","","18","1286.56"
"2101679","12","0","","274.32"
"2101680","","","18","5116.98"
"2101681","","","18","5813.76"
"2101682","","","18","6198.72"
"2101683","","","18","4995.37"
"2101684","","","18","5636.36"
"2101686","","","18","5518.4"
"2101687","","","18","6092.65"
"2101688","","","9","1854.4"
"2101691","","","18","5797.3"
"2101693","","","9","2620.67"
"2101694","","","18","5545.84"
"2101696","10","1","","182.88"
"2101698","","","18","5374.84"
"2101699","","","9","2362.81"
"2101700","","","18","5806.44"
"2101701","","","18","5442.51"
"2101702","","","9","1614.83"
"2101703","","","18","1410.92"
"2101704","","","18","4625.04"
"2101705","","","18","5561.38"
"2101706","","","18","5457.14"
"2101709","","","18","5713.17"
"2101712","","","9","732.43"
"2101713","","","18","6138"
"2101714","","","18","5376.67"
"2101715","","","18","5527.55"
"2101717","","","18","6110.02"
"2101718","","","9","1987.91"
"2101719","","","18","5031.03"
"2101720","","","18","4878.32"
"2101721","","","18","4834.43"
"2101722","","","18","5954.57"
"2101723","20","1","","274.32"
"2101724","","","18","5762.55"
"2101725","","","18","5545.84"
"2101727","","","18","5607.1"
"2101728","","","18","2015.34"
"2101729","27","1","","219.46"
"2101730","","","18","4369"
"2101731","60","1","","342.9"
"2101733","","","9","2257.65"
"2101734","","","9","400"
"2101735","","","18","5863.13"
"2101737","","","18","6313.02"
"2101739","","","18","5924.4"
"2101740","","","18","5841.19"
"2101741","","","9","1741.02"
"2101742","","","18","5669.28"
"2101745","13","0","","274.32"
"2101746","","","18","5837.53"
"2101748","","","18","5644.59"
"2101749","","","18","5744.26"
"2101751","","","18","5488.23"
"2101752","","","27","6425.49"
"2101754","","","9","1835.2"
"2101756","","","18","5272.43"
"2101757","","","18","5681.17"
"2101758","","","18","5719.57"
"2101759","","","18","5416.91"
"2101760","","","9","2820.92"
"2101761","","","18","4097.43"
"2101762","","","18","5727.8"
"2101764","","","18","5865.88"
"2101766","","","9","1371.6"
"2101767","","","18","4999.02"
"2101768","","","18","5565.95"
"2101771","","","18","5526.63"
"2101772","","","9","1980.59"
"2101773","","","9","2702.05"
"2101774","","","18","5897.88"
"2101775","","","18","5927.14"
"2101777","","","18","5228.54"
"2101778","","","18","5717.74"
"2101779","","","18","6035.95"
"2101780","","","9","2064.72"
"2101781","","","18","5555.89"
"2101782","","","18","5548.58"
"2101784","","","18","5717.74"
"2101785","10","0","","256.03"
"2101786","","","9","2509.11"
"2101787","","","18","5985.66"
"2101788","","","18","5345.58"
"2101791","","","9","2663.65"
"2101792","","","9","634.59"
"2101793","","","18","5655.56"
"2101795","","","18","5685.74"
"2101796","","","18","5740.6"
"2101797","","","18","5732.37"
"2101799","","","9","3200.4"
"2101800","","","9","2562.15"
"2101801","","","18","5778.09"
"2101802","","","9","2913.28"
"2101804","","","9","2468.88"
"2101805","","","9","5603.44"
"2101806","","","18","5806.44"
"2101807","","","18","5555.89"
"2101808","","","18","5126.13"
"2101809","","","18","5957.32"
"2101810","","","18","5563.21"
"2101811","","","9","2651.76"
"2101813","","","18","5616.24"
"2101814","","","18","5661.96"
"2101815","24","1","","228.6"
"2101816","","","18","4837.18"
"2101818","20","0","","274.32"
"2101819","","","18","2007.11"
"2101820","18","0","","256.03"
"2101822","","","18","5066.69"
"2101823","","","9","2503.63"
"2101829","","","18","5811.93"
"2101830","","","9","2659.99"
"2101831","","","18","5750.66"
"2101832","","","9","1005.84"
"2101833","","","18","5712.26"
"2101834","","","18","5189.22"
"2101836","","","18","5943.6"
"2101839","","","18","5878.68"
"2101841","","","9","2273.2"
"2101842","","","9","2392.07"
"2101843","","","9","2475.28"
"2101844","","","9","2501"
"2101845","","","18","5746.09"
"2101847","","","18","5232.2"
"2101848","","","9","2560.32"
"2101850","","","18","6028.64"
"2101851","","","18","4668.93"
"2101852","","","18","5121.55"
"2101853","","","18","5688.48"
"2101854","","","18","5900.62"
"2101855","","","9","2412.19"
"2101856","","","18","5972.86"
"2101857","","","18","5867.7"
"2101864","","","9","1649.58"
"2101865","","","18","5746.09"
"2101866","","","18","5520.23"
"2101867","","","18","5760.72"
"2101869","24","1","","228.6"
"2101870","","","18","5768.04"
"2101871","","","18","5822.9"
"2101872","","","18","5650.99"
"2101873","","","18","4979.82"
"2101874","","","18","5669.28"
"2101875","26","1","","228.6"
"2101877","","","9","1501.44"
"2101878","","","9","2660.9"
"2101880","","","9","1463.04"
"2101882","","","18","5595.21"
"2101883","","","18","5273.34"
"2101884","","","18","5743.35"
"2101885","","","18","5627.22"
"2101887","","","18","5956.4"
"2101891","","","18","5323.64"
"2101894","","","9","2665.48"
"2101895","","","18","5620.82"
"2101896","","","18","5215.74"
"2101898","","","18","5500.12"
"2101902","","","18","5166.36"
"2101904","","","9","1261.87"
"2101905","","","18","5845.76"
"2101906","","","18","5488.23"
"2101908","","","18","4680.81"
"2101911","","","18","5792.72"
"2101912","","","18","5740.6"
"2101913","","","18","5852.16"
"2101918","","","18","5062.12"
"2101919","","","9","2052.83"
"2101920","","","9","2491.74"
"2101921","","","18","5918.91"
"2101922","","","18","5094.12"
"2101923","","","18","6057.9"
"2101924","","","12","5412.33"
"2101925","","","18","5344.67"
"2101926","","","9","1066.19"
"2101927","","","18","5901"
"2101928","","","18","5659.22"
"2101930","","","9","1591.97"
"2101931","","","18","5801.87"
"2101932","","","18","4832.6"
"2101934","","","18","5726.89"
"2101935","","","18","5537.61"
"2101937","","","18","4990.8"
"2101938","","","18","5506.52"
"2101939","","","18","5821.07"
"2101940","","","18","5029.2"
"2101941","60","1","","228.6"
"2101942","","","18","5743.35"
"2101943","","","18","5984.75"
"2101944","","","18","4847.23"
"2101945","","","18","5500.12"
"2101946","","","18","2638.96"
"2101947","","","18","5911.6"
"2101948","","","18","5760.72"
"2101950","","","18","5569.61"
"2101951","","","18","5853.99"
"2101952","","","9","2144.27"
"2101954","","","9","2549.35"
"2101955","","","9","2450.59"
"2101958","","","18","6492.24"
"2101959","","","18","6047.84"
"2101960","","","18","5506.52"
"2101961","","","18","6230.72"
"2101962","","","18","5799.12"
"2101963","24","1","","228.6"
"2101964","24","1","","228.6"
"2101965","","","18","4758.54"
"2101968","","","18","5750.66"
"2101971","","","18","5017.31"
"2101972","","","18","5545.84"
"2101974","","","18","5806.44"
"2101975","","","9","2959.91"
"2101976","","","18","5973.78"
"2101978","","","9","1920.24"
"2101979","","","9","2878.53"
"2101980","","","18","5863.13"
"2101981","","","18","6112.76"
"2101982","","","18","6013.09"
"2101983","","","9","2668.22"
"2101984","","","18","5636.36"
"2101986","","","9","762.61"
"2101987","","","9","1899.21"
"2101988","","","18","5605.27"
"2101991","","","18","5897.88"
"2101992","","","18","6073.44"
"2101993","","","18","5669.28"
"2101994","","","18","5656.48"
"2101995","","","18","4005.07"
"2101996","24","1","","251.46"
"2101997","","","18","5852.16"
"2102000","","","18","5451.65"
"2102001","","","12","4800"
"2102002","","","9","2691.99"
"2102004","30","1","","274.32"
"2102005","","","9","3721.61"
"2102008","","","18","5705.86"
"2102009","","","18","5943.6"
"2102010","","","9","2998.32"
"2102011","","","18","6418.17"
"2102012","","","18","5971.95"
"2102013","","","18","5614.42"
"2102014","","","9","2700.22"
"2102015","","","18","5989.32"
"2102016","","","9","924.46"
"2102017","","","9","3094.33"
"2102018","","","18","5968.29"
"2102019","","","18","5689.4"
"2102021","","","9","5624.47"
"2102023","","","18","5669.28"
"2102024","","","18","5062.12"
"2102025","","","18","5704.03"
"2102026","","","9","2194.56"
"2102027","","","18","4961.53"
"2102031","","","9","822.96"
"2102032","","","18","5989.32"
"2102033","","","18","5202.02"
"2102034","","","9","2078.43"
"2102035","","","18","5844.84"
"2102036","","","18","2560.32"
